Postal Code	x	y	inseecode	place	population	density
2590	-0.122087926	0.8125034	2032	Aubigny-aux-Kaisnes	263	71
2820	-0.11516265	0.806511	2033	Aubigny-en-Laonnois	120	27
2300	-0.122662276	0.80727816	2034	Audignicourt	94	17
2120	-0.115996964	0.8128134	2035	Audigny	214	20
2220	-0.11874038	0.8040619	2036	Augy	62	24
2000	-0.117118016	0.80884427	2037	Aulnois-sous-Laon	1146	114
2360	-0.109788045	0.8105014	2038	Les Autels	99	17
2250	-0.11468705	0.809981	2039	Autremencourt	125	14
2580	-0.1136564	0.81337494	2040	Autreppes	150	22
2300	-0.12129298	0.80884856	2041	Autreville	749	211
2400	-0.12124993	0.798523	2042	Azy-sur-Marne	372	134
2290	-0.12102617	0.806746	2043	Bagneux	61	28
2140	-0.112038635	0.81138897	2044	Bancigny	39	12
2160	-0.11701615	0.8041153	2045	Barbonval	0	0
2000	-0.116519704	0.8090553	2046	Barenton-Bugny	578	51
2000	-0.1166654	0.80937046	2047	Barenton-Cel	141	21
2270	-0.11606756	0.80958194	2048	Barenton-sur-Serre	106	13
2170	-0.11444787	0.81584007	2050	Barzy-en-Thiérache	308	40
2850	-0.11897503	0.7996744	2051	Barzy-sur-Marne	359	48
2380	-0.119742185	0.807741	2052	Bassoles-Aulers	121	17
2330	-0.11846471	0.797835	2053	Baulne-en-Brie	219	12
2500	-0.110478155	0.8117698	2055	Beaumé	113	12
2300	-0.12211369	0.8110325	2056	Beaumont-en-Beine	138	26
2110	-0.119509876	0.8159633	2057	Beaurevoir	1425	66
2160	-0.11614811	0.8048791	2058	Beaurieux	654	67
2800	-0.12001096	0.80984336	2059	Beautor	3114	419
2590	-0.12218848	0.81310815	2060	Beauvois-en-Vermandois	304	40
2400	-0.12175388	0.8003641	2062	Belleau	134	20
2420	-0.12027195	0.8145988	2063	Bellenglise	441	69
2200	-0.12071522	0.8049322	2064	Belleu	4083	901
2420	-0.12037308	0.8152032	2065	Bellicourt	664	68
2440	-0.11994781	0.8116033	2066	Benay	206	30
2450	-0.11481681	0.81589097	2067	Bergues-sur-Sambre	211	48
2340	-0.111233026	0.80892587	2069	Berlise	108	16
2120	-0.11762231	0.81333584	2070	Bernot	459	28
2290	-0.12264441	0.80609584	2071	Berny-Riviére	528	67
2820	-0.11464239	0.80614537	2072	Berrieux	162	33
2190	-0.114278674	0.8046233	2073	Berry-au-Bac	509	63
2800	-0.11953598	0.80918574	2074	Bertaucourt-épourdon	462	62
2240	-0.11916487	0.81178606	2075	Berthenicourt	200	65
2190	-0.11319561	0.8041825	2076	Bertricourt	66	15
2200	-0.1209851	0.8043812	2077	Berzy-le-Sec	365	31
2300	-0.12216329	0.8080901	2078	Besmé	136	51
2500	-0.11084892	0.81181896	2079	Besmont	165	10
2870	-0.11734456	0.8085811	2080	Besny-et-Loizy	314	32
2300	-0.122138806	0.8095614	2081	Béthancourt-en-Vaux	353	82
2210	-0.12010948	0.80248725	2082	Beugneux	75	10
2130	-0.11956388	0.8009362	2083	Beuvardes	642	41
2310	-0.12271451	0.79902864	2084	Bézu-le-Guéry	165	15
2400	-0.12062627	0.8002026	2085	Bézu-Saint-Germain	413	37
2300	-0.121479	0.8088755	2086	Bichancourt	902	117
2290	-0.12125437	0.806484	2087	Bieuxy	21	5
2860	-0.11609532	0.8066393	2088	Biévres	84	32
2200	-0.12015451	0.80485195	2089	Billy-sur-Aisne	1279	171
2210	-0.121463	0.80238616	2090	Billy-sur-Ourcq	208	20
2160	-0.117056295	0.8038263	2091	Blanzy-lés-Fismes	79	15
2300	-0.122391626	0.8078285	2093	Blérancourt	1270	118
2400	-0.12022627	0.7989668	2094	Blesmes	339	35
2110	-0.117890514	0.8154373	2095	Bohain-en-Vermandois	6955	219
2270	-0.11631866	0.8105007	2096	Bois-lés-Pargny	194	19
2350	-0.113210045	0.80830723	2097	Boncourt	237	18
2400	-0.12143826	0.79854995	2098	Bonneil	336	159
2400	-0.121524446	0.80062604	2099	Bonnesvalyn	203	32
2420	-0.120473914	0.81580776	2100	Bony	101	13
2250	-0.11386512	0.81045777	2101	Bosmont-sur-Serre	197	20
2450	-0.11504129	0.8156274	2103	Boué	1369	131
2160	-0.11491844	0.80412126	2104	Bouffignereux	111	25
2400	-0.12183697	0.7997865	2105	Bouresches	166	22
2160	-0.1170826	0.80500853	2106	Bourg-et-Comin	535	104
2300	-0.12212119	0.80837905	2107	Bourguignon-sous-Coucy	99	35
2140	-0.11243906	0.81262076	2109	La Bouteille	502	26
2220	-0.118553296	0.80403554	2110	Braine	2090	180
2320	-0.1194107	0.807399	2111	Brancourt-en-Laonnois	710	108
2110	-0.11867001	0.8152534	2112	Brancourt-le-Grand	569	43
2130	-0.1190906	0.8029324	2113	Branges	0	0
2400	-0.12037347	0.79928243	2114	Brasles	1206	162
2000	-0.11737569	0.80563873	2115	Braye-en-Laonnois	192	24
2140	-0.11263402	0.81117445	2116	Braye-en-Thiérache	175	19
2480	-0.12175961	0.81216055	2117	Bray-Saint-Christophe	72	25
2880	-0.12017621	0.8060343	2118	Braye	133	99
2210	-0.12012723	0.80101603	2119	Brécy	284	28
2220	-0.11847198	0.80461353	2120	Brenelle	184	42
2210	-0.12098329	0.80172765	2121	Brény	212	47
2240	-0.11947414	0.8109457	2123	Brissay-Choigny	318	35
2810	-0.12344489	0.80060905	2125	Brumetz	166	23
2360	-0.110259995	0.81056356	2126	Brunehamel	508	57
2130	-0.12004515	0.8015939	2127	Bruyéres-sur-Fére	213	24
2860	-0.11661473	0.80700594	2128	Bruyéres-et-Montbérault	1410	121
2220	-0.118341185	0.80282694	2129	Bruys	26	5
2500	-0.11110402	0.8127363	2130	Bucilly	246	19
2880	-0.12007204	0.8054298	2131	Bucy-le-Long	1841	143
2870	-0.11812956	0.8083967	2132	Bucy-lés-Cerny	188	22
2350	-0.11368999	0.8089613	2133	Bucy-lés-Pierrepont	432	30
2500	-0.11143566	0.81307507	2134	Buire	868	210
2620	-0.1136834	0.81455696	2135	Buironfosse	1258	71
2140	-0.11337603	0.8112749	2136	Burelles	182	13
2810	-0.12235933	0.80015665	2137	Bussiares	75	10
2200	-0.120652415	0.8040387	2138	Buzancy	188	40
2300	-0.122138806	0.8095614	2139	Caillouél-Crépigny	457	69
2680	-0.1207494	0.8126036	2142	Castres	156	27
2420	-0.12006321	0.81604314	2143	Le Catelet	223	544
2490	-0.12206149	0.8139745	2144	Caulaincourt	110	18
2300	-0.12176704	0.80950725	2145	Caumont	482	84
2330	-0.11894907	0.7984921	2146	Celles-lés-Condé	78	20
2370	-0.11891033	0.80555946	2148	Celles-sur-Aisne	216	35
2240	-0.1197624	0.8115767	2149	Cerizy	64	16
2860	-0.11677528	0.8058498	2150	Cerny-en-Laonnois	49	7
2870	-0.11794344	0.80837053	2151	Cerny-lés-Bucy	113	35
2220	-0.11874038	0.8040619	2152	Cerseuil	72	16
2320	-0.118542686	0.8081602	2153	Cessiéres	416	40
2200	-0.12013225	0.8036695	2154	Chacrise	320	25
2000	-0.11829246	0.80724066	2155	Chaillevois	174	80
2270	-0.11658486	0.8099485	2156	Chalandry	225	29
2000	-0.116600126	0.80847716	2157	Chambry	709	80
2860	-0.11673513	0.8061389	2158	Chamouille	147	44
2670	-0.121232204	0.807955	2159	Champs	291	32
2340	-0.11245726	0.8096784	2160	Chaourse	522	28
2330	-0.11819569	0.7983868	2161	La Chapelle-Monthodon	173	12
2570	-0.1211853	0.7976295	2162	La Chapelle-sur-Chézy	182	23
2850	-0.11889385	0.8002524	2164	Le Charmel	268	27
2800	-0.11945351	0.8097636	2165	Charmes	1855	507
2400	-0.11953921	0.79975384	2166	Chartéves	303	35
2370	-0.11880512	0.8049552	2167	Chassemy	674	62
2400	-0.120749764	0.79933596	2168	Chéteau-Thierry	15312	925
2270	-0.115867145	0.8110274	2169	Chétillon-lés-Sons	82	8
2240	-0.1189383	0.8120485	2170	Chétillon-sur-Oise	139	53
2160	-0.11562703	0.80451274	2171	Chaudardes	68	14
2200	-0.121587835	0.8041731	2172	Chaudun	287	34
2300	-0.12139524	0.80945325	2173	Chauny	12926	973
2000	-0.1183739	0.8066627	2174	Chavignon	769	67
2880	-0.1209228	0.8061414	2175	Chavigny	159	30
2370	-0.118016966	0.80513906	2176	Chavonne	153	42
2860	-0.116428286	0.8069801	2177	Chéret	122	33
2860	-0.11598856	0.8060356	2178	Chermizy-Ailles	79	7
2220	-0.11777905	0.8027483	2179	Chéry-Chartreuve	293	21
2000	-0.117037214	0.8094223	2180	Chéry-lés-Pouilly	702	41
2360	-0.11148944	0.8098432	2181	Chéry-lés-Rozoy	100	21
2250	-0.11515091	0.8121069	2182	Chevennes	136	22
2000	-0.11766825	0.80626905	2183	Chevregny	178	20
2270	-0.117165856	0.8112084	2184	Chevresis-Monceau	348	21
2810	-0.122985154	0.80113184	2185	Chézy-en-Orxois	324	20
2570	-0.12129121	0.7982342	2186	Chézy-sur-Marne	1257	56
2400	-0.12041451	0.7989935	2187	Chierry	1120	397
2120	-0.11454171	0.81379074	2188	Chigny	175	17
2350	-0.11428745	0.8087479	2189	Chivres-en-Laonnois	321	24
2880	-0.11951163	0.80535	2190	Chivres-Val	596	108
2000	-0.11754688	0.80713594	2191	Chivy-lés-étouvelles	515	145
2210	-0.12206711	0.8021785	2192	Chouy	269	13
2130	-0.11820881	0.8010405	2193	Cierges	81	10
2250	-0.114236474	0.8105084	2194	Cilly	265	28
2220	-0.11921982	0.8047191	2195	Ciry-Salsogne	629	70
2000	-0.11765221	0.8077402	2196	Clacy-et-Thierret	359	85
2260	-0.11198136	0.8146207	2197	Clairfontaine	514	36
2880	-0.12017621	0.8060343	2198	Clamecy	292	86
2440	-0.12091666	0.81144816	2199	Clastres	559	68
2340	-0.1130929	0.80917484	2200	Clermont-les-Fermes	130	14
2600	-0.12285507	0.8046519	2201	Coeuvres-et-Valsery	449	36
2130	-0.11752487	0.801829	2202	Cohan	0	0
2210	-0.12027389	0.80133164	2203	Coincy	1039	60
2360	-0.11133527	0.8110004	2204	Coingt	113	15
2860	-0.11688157	0.80645376	2205	Colligis-Crandelain	152	23
2120	-0.11544148	0.81273633	2206	Colonfay	86	26
2300	-0.12191087	0.8098229	2207	Commenchon	160	48
2160	-0.11562703	0.80451274	2208	Concevreux	159	13
2330	-0.11917799	0.7982294	2209	Condé-en-Brie	591	130
2370	-0.1193248	0.80532354	2210	Condé-sur-Aisne	318	85
2190	-0.11367869	0.8048365	2211	Condé-sur-Suippe	279	48
2700	-0.1206516	0.8093458	2212	Condren	725	130
2330	-0.119285084	0.79883385	2213	Connigis	256	47
2680	-0.1207494	0.8126036	2214	Contescourt	79	23
2820	-0.11505519	0.8059073	2215	Corbeny	591	39
2600	-0.122316495	0.8030991	2216	Corcy	254	35
2840	-0.11541643	0.80742973	2218	Coucy-lés-Eppes	581	96
2380	-0.12030098	0.8078209	2219	Coucy-la-Ville	189	31
2310	-0.122296415	0.79926294	2221	Coupru	123	16
2800	-0.118628174	0.81023574	2222	Courbes	40	13
2330	-0.11974313	0.79830897	2223	Courboin	239	17
2810	-0.122088	0.80070716	2225	Courchamps	107	39
2200	-0.12094361	0.8046701	2226	Courmelles	1915	283
2130	-0.118624866	0.80080396	2227	Courmont	106	11
2850	-0.11901562	0.7993854	2228	Courtemont-Varennes	289	48
2820	-0.11512301	0.8068002	2229	Courtrizy-et-Fussigny	58	14
2220	-0.11907372	0.8044036	2230	Couvrelles	170	23
2270	-0.11796667	0.8095527	2231	Couvron-et-Aumencourt	899	67
2600	-0.12423183	0.803084	2232	Coyolles	370	15
2130	-0.11973458	0.802434	2233	Cramaille	108	13
2160	-0.11550794	0.8053802	2234	Craonne	68	8
2160	-0.11569474	0.8054059	2235	Craonnelle	97	16
2380	-0.12061169	0.8069811	2236	Crécy-au-Mont	294	25
2270	-0.116730295	0.8102635	2237	Crécy-sur-Serre	1542	86
2650	-0.119620785	0.79917586	2239	Crézancy	1033	146
2110	-0.11860891	0.81436014	2240	Croix-Fonsommes	210	22
2210	-0.12102465	0.80143875	2241	La Croix-sur-Ourcq	117	11
2880	-0.12025881	0.8054565	2243	Crouy	2819	272
2120	-0.11472665	0.8138162	2244	Crupilly	76	22
2880	-0.12077765	0.8058256	2245	Cuffies	1320	263
2480	-0.12192813	0.8110054	2246	Cugny	501	53
2210	-0.12056682	0.801963	2247	Cugny-lés-Crouttes	0	0
2350	-0.11454083	0.8096662	2248	Cuirieux	142	22
2220	-0.119196266	0.8035367	2249	Cuiry-Housse	99	12
2160	-0.11581402	0.8045385	2250	Cuiry-lés-Chaudardes	35	7
2160	-0.11648191	0.80521977	2252	Cuissy-et-Geny	72	14
2200	-0.12152443	0.8059332	2253	Cuisy-en-Almont	321	35
2600	-0.122439116	0.8048862	2254	Cutry	88	18
2220	-0.118016966	0.80513906	2255	Cys-la-Commune	120	27
2140	-0.111930646	0.81078553	2256	Dagny-Lambercy	160	16
2680	-0.12070759	0.81289244	2257	Dallon	395	68
2470	-0.122755446	0.8013935	2258	Dammard	441	55
2600	-0.12306571	0.8032081	2259	Dampleux	345	42
2800	-0.11945351	0.8097636	2260	Danizy	560	125
2270	-0.115987375	0.8101602	2261	Dercy	361	32
2700	-0.119866535	0.80952764	2262	Deuillet	159	42
2220	-0.11753704	0.8044825	2263	Dhuizel	101	15
2340	-0.11242662	0.8084962	2264	Dizy-le-Gros	762	38
2360	-0.110855274	0.8103478	2265	Dohis	126	16
2360	-0.11148944	0.8098432	2266	Dolignon	55	16
2600	-0.12210713	0.80454314	2267	Dommiers	252	35
2310	-0.12214984	0.7989471	2268	Domptin	420	92
2450	-0.115346074	0.8147858	2269	Dorengt	171	16
2590	-0.122130185	0.8122147	2270	Douchy	152	30
2130	-0.117672205	0.8021441	2271	Dravegny	139	9
2210	-0.12036069	0.8034073	2272	Droizy	66	12
2350	-0.11402263	0.80930096	2274	ébouleau	209	16
2500	-0.11191321	0.8137279	2275	Effry	402	145
2260	-0.11417183	0.81373996	2276	Englancourt	109	14
2290	-0.12139917	0.8067998	2277	épagny	339	31
2500	-0.111327775	0.8124717	2278	éparcy	42	6
2400	-0.12119011	0.80028313	2279	épaux-Bézu	433	22
2400	-0.12006238	0.8001225	2280	épieds	332	18
2540	-0.12059501	0.7963667	2281	L'épine-aux-Bois	232	19
2840	-0.11578913	0.8074811	2282	Eppes	359	47
2250	-0.11557593	0.81039774	2283	Erlon	269	30
2260	-0.114026435	0.8134255	2284	Erloy	139	19
59360	-0.117357984	0.81654084	2285	Escaufourt	0	0
2170	-0.11456733	0.8149728	2286	Esquéhéries	1005	62
2690	-0.12027702	0.81194556	2287	Essigny-le-Grand	1252	94
2100	-0.119019814	0.814124	2288	Essigny-le-Petit	399	88
2570	-0.120767124	0.7978647	2289	Essises	325	44
2400	-0.12116734	0.79910076	2290	Essémes-sur-Marne	2479	87
2420	-0.119777545	0.8154122	2291	Estrées	434	62
2400	-0.12060272	0.79902023	2292	étampes-sur-Marne	1358	606
2110	-0.11801348	0.81457025	2293	étaves-et-Bocquiaux	636	46
2000	-0.11750642	0.80742496	2294	étouvelles	207	87
2580	-0.11291624	0.8132743	2295	étréaupont	966	55
2590	-0.1216332	0.81302696	2296	étreillers	1115	128
2400	-0.121419445	0.80002135	2297	étrépilly	87	17
2510	-0.11567527	0.8151261	2298	Etreux	1754	169
2190	-0.11270528	0.80500025	2299	évergnicourt	548	60
2700	-0.12019676	0.80987	2300	Fargniers	0	0
2320	-0.1188107	0.80760854	2301	Faucoucourt	246	33
2100	-0.1203972	0.8137322	2303	Fayet	582	99
2800	-0.11959804	0.810079	2304	La Fére	2930	435
2130	-0.11906612	0.8017502	2305	Fére-en-Tardenois	3168	155
2270	-0.11720638	0.81091946	2306	La Ferté-Chevresis	626	26
2460	-0.12365155	0.8018191	2307	La Ferté-Milon	2208	120
2840	-0.115682445	0.806877	2309	Festieux	449	67
2110	-0.11813642	0.81370336	2310	Fieulaine	255	33
2000	-0.118041426	0.8063213	2311	Filain	85	18
2260	-0.11268114	0.8150096	2312	La Flamengrie	1073	41
2520	-0.121329516	0.811213	2315	Flavy-le-Martel	1563	122
2590	-0.121675335	0.8127382	2317	Fluquiéres	184	35
2670	-0.12081808	0.8081903	2318	Folembray	1421	161
2110	-0.11865008	0.81407124	2319	Fonsommes	545	57
2680	-0.12093458	0.8126304	2320	Fontaine-lés-Clercs	260	49
2140	-0.11321904	0.81243175	2321	Fontaine-lés-Vervins	838	42
2110	-0.11832138	0.8137296	2322	Fontaine-Notre-Dame	424	36
2110	-0.118978515	0.8144129	2323	Fontaine-Uterte	135	23
2170	-0.11315636	0.8156632	2324	Fontenelle	265	25
2540	-0.1201357	0.7968911	2325	Fontenelle-en-Brie	153	18
2290	-0.122084446	0.8060143	2326	Fontenoy	541	60
2590	-0.12218848	0.81310815	2327	Foreste	165	33
2650	-0.11980897	0.79920244	2328	Fossoy	621	86
2870	-0.11864704	0.80876446	2329	Fourdrain	390	41
2760	-0.12062396	0.8134701	2330	Francilly-Selency	419	77
2130	-0.118812665	0.80083036	2332	Fresnes-en-Tardenois	245	28
2230	-0.118341886	0.8149117	2334	Fresnoy-le-Grand	3581	238
2800	-0.11916404	0.80913275	2335	Fressancourt	163	65
2700	-0.12089821	0.8102659	2336	Friéres-Faillouél	775	51
2260	-0.113022804	0.81387776	2337	Froidestrées	199	41
2270	-0.11584165	0.80984527	2338	Froidmont-Cohartille	234	27
2810	-0.12306915	0.80055434	2339	Gandelu	537	54
2430	-0.12033731	0.81283885	2340	Gauchy	5736	919
2140	-0.11366825	0.8119037	2341	Gercy	332	52
2260	-0.112877056	0.8135635	2342	Gergny	150	26
2590	-0.122087926	0.8125034	2343	Germaine	75	17
2160	-0.114652604	0.80467415	2344	Gernicourt	59	8
2440	-0.12036026	0.8113678	2345	Gibercourt	33	12
2350	-0.115297176	0.808297	2346	Gizy	652	64
2400	-0.119997144	0.7992291	2347	Gland	503	89
2160	-0.11645486	0.8040376	2348	Glennes	129	15
2130	-0.1174577	0.80093575	2351	Goussancourt	78	9
2350	-0.11550992	0.8095048	2353	Grandlup-et-Fay	329	16
2360	-0.1103363	0.80998486	2354	Grandrieux	102	23
2100	-0.12035546	0.81402105	2355	Gricourt	761	77
2210	-0.12106601	0.8011499	2356	Grisolles	152	14
2140	-0.11356153	0.81130004	2357	Gronard	79	11
2110	-0.11708961	0.8144398	2358	Grougis	320	28
2680	-0.12037899	0.81255007	2359	Grugies	948	187
2190	-0.11345278	0.8051006	2360	Guignicourt	2008	113
2120	-0.11606129	0.81370646	2361	Guise	5976	370
2300	-0.12242601	0.81019324	2362	Guivry	229	32
2300	-0.121087655	0.80763924	2363	Guny	508	55
2160	-0.11514503	0.8038576	2364	Guyencourt	191	45
2510	-0.11608488	0.8148885	2366	Hannapes	272	30
2480	-0.121346995	0.81239533	2367	Happencourt	167	32
2600	-0.1241043	0.8039501	2368	Haramont	518	42
2140	-0.112409554	0.8114388	2369	Harcigny	275	36
2100	-0.11974037	0.81304765	2371	Harly	1892	503
2210	-0.12077649	0.80317205	2372	Hartennes-et-Taux	355	56
2140	-0.11300503	0.8112246	2373	Hary	221	20
2420	-0.11990242	0.8145455	2374	Le Haucourt	803	86
2810	-0.122463666	0.80076146	2375	Hautevesnes	102	14
2120	-0.117437266	0.8133098	2376	Hauteville	166	23
2140	-0.113959946	0.8125326	2377	Haution	184	20
2500	-0.11147434	0.81278574	2378	La Hérie	168	40
2120	-0.11626267	0.81226104	2379	Le Hérie-la-Viéville	197	21
2440	-0.12036026	0.8113678	2380	Hinacourt	46	15
2500	-0.111026935	0.8133149	2381	Hirson	10173	301
2760	-0.12076707	0.81378573	2382	Holnon	1199	188
2720	-0.119143724	0.81325716	2383	Hombliéres	1495	105
2140	-0.11393249	0.8113505	2384	Houry	57	16
2250	-0.11560155	0.8115799	2385	Housset	165	13
2510	-0.11557093	0.8145222	2386	Iron	284	30
2240	-0.11945287	0.8124169	2387	Itancourt	998	140
2360	-0.11077858	0.81092644	2388	Iviers	195	26
2850	-0.11916311	0.79970086	2389	Jaulgonne	587	330
2490	-0.12133826	0.8150486	2390	Jeancourt	253	43
2140	-0.11166768	0.8113393	2391	Jeantes	230	15
2420	-0.11963455	0.8150967	2392	Joncourt	302	42
2220	-0.11900905	0.80351025	2393	Jouaignes	133	17
2370	-0.11864197	0.80611116	2394	Jouy	0	0
2380	-0.12015608	0.8075053	2395	Jumencourt	111	18
2160	-0.116295055	0.80519396	2396	Jumigny	60	24
2480	-0.120958485	0.81115925	2397	Jussy	1247	93
2880	-0.12069466	0.8064034	2398	Juvigny	283	20
2190	-0.11416094	0.8054909	2399	Juvincourt-et-Damary	392	13
2880	-0.119575106	0.80624336	2400	Laffaux	144	21
2140	-0.113589495	0.81248206	2401	Laigny	258	24
2590	-0.1223312	0.8134239	2402	Lanchy	54	15
2120	-0.1166332	0.8123128	2403	Landifay-et-Bertaignemont	312	16
2140	-0.11229279	0.8123065	2404	Landouzy-la-Cour	194	19
2140	-0.111513	0.8124965	2405	Landouzy-la-Ville	578	37
2380	-0.12001105	0.80718976	2406	Landricourt	92	16
2000	-0.117838465	0.8077663	2407	Laniscourt	172	57
2000	-0.117053024	0.8079509	2408	Laon	26490	630
2150	-0.11302391	0.80828214	2409	Lappion	252	11
2600	-0.1241468	0.80366147	2410	Largny-sur-Automne	244	26
2210	-0.12144147	0.8012037	2411	Latilly	179	19
2210	-0.12021458	0.80309176	2412	Launoy	63	7
2860	-0.11740085	0.8068208	2413	Laval-en-Laonnois	202	45
2450	-0.11510898	0.8144582	2414	Lavaqueresse	224	50
2600	-0.12262602	0.8049134	2415	Laversine	84	12
2140	-0.114740536	0.81234485	2416	Lemé	478	42
2420	-0.12102736	0.81588817	2417	Lempire	127	48
2260	-0.11339262	0.813928	2418	Lerzy	209	18
2170	-0.11442242	0.8146582	2419	Leschelles	305	21
2100	-0.11938953	0.814177	2420	Lesdins	855	80
2220	-0.11900905	0.80351025	2421	Lesges	84	13
2120	-0.11616557	0.81431025	2422	Lesquielles-Saint-Germain	832	51
2380	-0.120425254	0.8069543	2423	Leuilly-sous-Coucy	415	33
2880	-0.120549515	0.8060878	2424	Leury	135	37
2500	-0.11043985	0.8120593	2425	Leuze	173	17
2420	-0.11949138	0.8147812	2426	Levergies	601	78
2220	-0.11848796	0.80314213	2427	Lhuys	106	21
2810	-0.1221297	0.8004182	2428	Licy-Clignon	63	15
2860	-0.1172547	0.80650574	2429	Lierval	107	28
2700	-0.12048513	0.81050116	2431	Liez	492	90
2220	-0.118406765	0.80372024	2432	Limé	155	28
2340	-0.11231022	0.809364	2433	Lislet	242	30
2320	-0.11885161	0.80731964	2434	Lizy	193	52
2500	-0.109922	0.8116964	2435	Logny-lés-Aubenton	82	10
2300	-0.122764125	0.8078829	2436	Lombray	0	0
2120	-0.11676054	0.81409883	2437	Longchamps	0	0
2600	-0.12227462	0.80338794	2438	Longpont	298	27
2190	-0.11228639	0.80671066	2440	Lor	111	13
2600	-0.12194189	0.8030449	2441	Louétre	203	18
2130	-0.11875657	0.80259067	2442	Loupeigne	95	13
2400	-0.122066624	0.79952466	2443	Lucy-le-Bocage	141	18
2140	-0.11430343	0.8114012	2444	Lugny	153	32
2500	-0.1122831	0.8137777	2445	Luzoir	301	27
2440	-0.12021636	0.81105214	2446	Ly-Fontaine	72	21
2220	-0.11961166	0.80330074	2447	Maast-et-Violaine	157	14
2350	-0.11432124	0.8091945	2448	Méchecourt	105	10
2470	-0.12233824	0.8016279	2449	Macogny	53	9
2120	-0.11702658	0.8135467	2450	Macquigny	346	17
2420	-0.119860806	0.81483436	2451	Magny-la-Fosse	160	44
2490	-0.120910086	0.8141014	2452	Maissemy	157	19
2160	-0.116188005	0.80459	2453	Maizy	394	56
2190	-0.1130713	0.8065215	2454	La Malmaison	337	13
2120	-0.11495146	0.8135526	2455	Malzy	195	19
2300	-0.12207915	0.8086677	2456	Manicamp	333	33
2350	-0.114778236	0.8079313	2457	Marchais	364	24
2540	-0.12021739	0.7963132	2458	Marchais-en-Brie	231	18
2720	-0.118814796	0.81291527	2459	Marcy	178	24
2250	-0.115350366	0.8106613	2460	Marcy-sous-Marle	235	54
2300	-0.12218096	0.80927247	2461	Marest-Dampcourt	340	41
2130	-0.11856913	0.80256426	2462	Mareuil-en-Déle	181	21
2140	-0.11463465	0.8117413	2463	Marfontaine	87	9
2880	-0.11980288	0.80598104	2464	Margival	321	59
2810	-0.1227771	0.7999222	2465	Marigny-en-Orxois	337	22
2470	-0.122671574	0.80197114	2466	Marizy-Sainte-Geneviéve	98	13
2470	-0.12248399	0.8019439	2467	Marizy-Saint-Mard	49	11
2250	-0.11497908	0.8106102	2468	Marle	2669	194
2120	-0.11421146	0.8134508	2469	Marly-Gomont	464	36
2500	-0.11058684	0.81237316	2470	Martigny	457	27
2860	-0.11650844	0.80640197	2471	Martigny-Courpierre	103	23
2820	-0.11508339	0.80708927	2472	Mauregny-en-Haye	420	40
2800	-0.1193298	0.81063044	2473	Mayot	182	53
2700	-0.1206291	0.8108169	2474	Mennessis	372	71
2190	-0.1131179	0.804761	2475	Menneville	252	35
2630	-0.11678299	0.815281	2476	Mennevret	656	55
2200	-0.12123428	0.8053016	2477	Mercin-et-Vaux	876	113
2000	-0.11847885	0.80726695	2478	Merlieux-et-Fouquerolles	185	32
2160	-0.11664196	0.80406344	2479	Merval	71	21
2270	-0.11747312	0.8103675	2480	Mesbrecourt-Richecourt	354	39
2720	-0.11937016	0.81299454	2481	Mesnil-Saint-Laurent	430	79
2160	-0.11589354	0.8039602	2482	Meurival	51	18
2240	-0.11897947	0.8117596	2483	Méziéres-sur-Oise	569	59
2650	-0.11957999	0.7994649	2484	Mézy-Moulins	370	83
2200	-0.12173316	0.804489	2485	Missy-aux-Bois	107	35
2350	-0.114845596	0.8088242	2486	Missy-lés-Pierrepont	89	13
2880	-0.11955267	0.80506104	2487	Missy-sur-Aisne	597	184
2110	-0.11707075	0.8159109	2488	Molain	156	86
2000	-0.117984116	0.8080814	2489	Molinchart	271	61
2000	-0.11781433	0.806584	2490	Monampteuil	123	21
2270	-0.11829758	0.8098941	2492	Monceau-lés-Leups	367	28
2840	-0.11600171	0.80868894	2493	Monceau-le-Waast	259	48
2120	-0.11532141	0.8136037	2494	Monceau-sur-Oise	127	22
2500	-0.111096136	0.81420755	2495	Mondrepuis	1006	49
2470	-0.122567736	0.80136627	2496	Monnes	84	17
2820	-0.114710525	0.80703825	2498	Montaigu	673	29
2000	-0.11825174	0.8075296	2499	Montbavin	42	8
2110	-0.11903921	0.8153061	2500	Montbrehain	898	91
2860	-0.11586892	0.80690277	2501	Montchélons	65	10
2390	-0.11788908	0.81278384	2503	Mont-d'Origny	957	71
2540	-0.12043114	0.7975222	2505	Montfaucon	163	11
2600	-0.12293933	0.80407435	2506	Montgobert	194	17
2210	-0.1211709	0.80175453	2507	Montgru-Saint-Hilaire	37	11
2860	-0.11669501	0.80642784	2508	Monthenault	102	35
2400	-0.12175388	0.8003641	2509	Monthiers	111	15
2330	-0.11913738	0.7985185	2510	Monthurel	117	30
2110	-0.11772564	0.81394005	2511	Montigny-en-Arrouaise	300	31
2810	-0.1239661	0.8009803	2512	Montigny-l'Allier	202	20
2250	-0.11342562	0.8095144	2513	Montigny-le-Franc	210	21
2290	-0.12333126	0.8053115	2514	Montigny-Lengrain	585	51
2330	-0.11903012	0.7979141	2515	Montigny-lés-Condé	52	11
2250	-0.11456817	0.81084836	2516	Montigny-sous-Marle	77	11
2270	-0.117061295	0.8106044	2517	Montigny-sur-Crécy	306	36
2330	-0.119447686	0.797678	2518	Montlevon	249	11
2340	-0.11179104	0.8090001	2519	Montloué	196	13
2220	-0.11807291	0.8033787	2520	Mont-Notre-Dame	617	62
